City,Country,Scraping Link,Location,translated_original,translated_mymemory
Tuz Khurmatu,Iraq,,Tuz Khurmatu Iraq,nan,nan
Al-Mahmudiyah,Iraq,,Al-Mahmudiyah Iraq,nan,nan
Iskandariya,Iraq,,Iskandariya Iraq,nan,nan
Al-Mejar Al-Kabir,Iraq,,Al-Mejar Al-Kabir Iraq,nan,nan
Ranya,Iraq,,Ranya Iraq,nan,nan
Hamza,Iraq,,Hamza Iraq,nan,nan
Al-Rumaitha,Iraq,,Al-Rumaitha Iraq,nan,nan
Al-Hay,Iraq,,Al-Hay Iraq,nan,nan
Al-Hindiya,Iraq,,Al-Hindiya Iraq,nan,nan
Baiji,Iraq,,Baiji Iraq,nan,nan
Al-Qasim,Iraq,,Al-Qasim Iraq,nan,nan
Muqdadiyah,Iraq,,Muqdadiyah Iraq,nan,nan
Al-Suwaira,Iraq,,Al-Suwaira Iraq,nan,nan
Al-Rifa'i,Iraq,,Al-Rifa'i Iraq,nan,nan
Al-Qa'im,Iraq,,Al-Qa'im Iraq,nan,nan
Qaladiza,Iraq,,Qaladiza Iraq,nan,nan
Simele,Iraq,,Simele Iraq,nan,nan
Bekreco,Iraq,,Bekreco Iraq,nan,nan
An Numaniyah,Iraq,,An Numaniyah Iraq,nan,nan
Fayda,Iraq,,Fayda Iraq,nan,nan
Akre,Iraq,,Akre Iraq,nan,nan
Halabja,Iraq,,Halabja Iraq,nan,nan
Hit,Iraq,,Hit Iraq,nan,nan
Kasnazan,Iraq,,Kasnazan Iraq,nan,nan
Chamchamal,Iraq,,Chamchamal Iraq,nan,nan
Balad Ruz,Iraq,,Balad Ruz Iraq,nan,nan
Al Nasr Wal Salam,Iraq,,Al Nasr Wal Salam Iraq,nan,nan
Al Khalis,Iraq,,Al Khalis Iraq,nan,nan
Jalawla,Iraq,,Jalawla Iraq,nan,nan
Koy Sanjaq,Iraq,,Koy Sanjaq Iraq,nan,nan
Said Sadiq,Iraq,,Said Sadiq Iraq,nan,nan
Balad,Iraq,,Balad Iraq,nan,nan
Al Midhatiya,Iraq,,Al Midhatiya Iraq,nan,nan
Bnaslawa,Iraq,,Bnaslawa Iraq,nan,nan
Al-Shamiya,Iraq,,Al-Shamiya Iraq,nan,nan
Musayyib,Iraq,,Musayyib Iraq,nan,nan
Qahtaniyah,Iraq,,Qahtaniyah Iraq,nan,nan
Qasrok,Iraq,,Qasrok Iraq,nan,nan
Al-Aziziyah,Iraq,,Al-Aziziyah Iraq,nan,nan
Al-Shirqat,Iraq,,Al-Shirqat Iraq,nan,nan
Haji Awa,Iraq,,Haji Awa Iraq,nan,nan
Daretu,Iraq,,Daretu Iraq,nan,nan
Qalat Sukkar,Iraq,,Qalat Sukkar Iraq,nan,nan
Şoriş,Iraq,,Şoriş Iraq,nan,nan
Khanaqin,Iraq,,Khanaqin Iraq,nan,nan
Al-Nasr,Iraq,,Al-Nasr Iraq,nan,nan
Umm Qasr,Iraq,,Umm Qasr Iraq,nan,nan
Douglas,Isle of Man,,Douglas Isle of Man,nan,nan
Onchan,Isle of Man,,Onchan Isle of Man,nan,nan
Ramsey,Isle of Man,,Ramsey Isle of Man,nan,nan
Peel,Isle of Man,,Peel Isle of Man,nan,nan
Port Erin,Isle of Man,,Port Erin Isle of Man,nan,nan
Castletown,Isle of Man,,Castletown Isle of Man,nan,nan
Port St. Mary,Isle of Man,,Port St. Mary Isle of Man,nan,nan
Laxey,Isle of Man,,Laxey Isle of Man,nan,nan
Acre,Israel,,Acre Israel,nan,nan
Afula,Israel,,Afula Israel,nan,nan
Arad,Israel,,Arad Israel,nan,nan
Arraba,Israel,,Arraba Israel,nan,nan
Ashdod,Israel,,Ashdod Israel,nan,nan
Ashkelon,Israel,,Ashkelon Israel,nan,nan
Baqa al-Gharbiyye,Israel,,Baqa al-Gharbiyye Israel,nan,nan
Bat Yam,Israel,,Bat Yam Israel,nan,nan
Beersheba,Israel,,Beersheba Israel,nan,nan
Beit She'an,Israel,,Beit She'an Israel,nan,nan
Beit Shemesh,Israel,,Beit Shemesh Israel,nan,nan
Bnei Brak,Israel,,Bnei Brak Israel,nan,nan
Dimona,Israel,,Dimona Israel,nan,nan
Eilat,Israel,,Eilat Israel,nan,nan
El'ad,Israel,,El'ad Israel,nan,nan
Giv'at Shmuel,Israel,,Giv'at Shmuel Israel,nan,nan
Givatayim,Israel,,Givatayim Israel,nan,nan
Hadera,Israel,,Hadera Israel,nan,nan
Haifa,Israel,,Haifa Israel,nan,nan
Herzliya,Israel,,Herzliya Israel,nan,nan
Hod HaSharon,Israel,,Hod HaSharon Israel,nan,nan
Holon,Israel,,Holon Israel,nan,nan
Jerusalem,Israel,,Jerusalem Israel,nan,nan
Kafr Qasim,Israel,,Kafr Qasim Israel,nan,nan
Karmiel,Israel,,Karmiel Israel,nan,nan
Kfar Saba,Israel,,Kfar Saba Israel,nan,nan
Kfar Yona,Israel,,Kfar Yona Israel,nan,nan
Kiryat Ata,Israel,,Kiryat Ata Israel,nan,nan
Kiryat Bialik,Israel,,Kiryat Bialik Israel,nan,nan
Kiryat Gat,Israel,,Kiryat Gat Israel,nan,nan
Kiryat Malakhi,Israel,,Kiryat Malakhi Israel,nan,nan
Kiryat Motzkin,Israel,,Kiryat Motzkin Israel,nan,nan
Kiryat Ono,Israel,,Kiryat Ono Israel,nan,nan
Kiryat Shmona,Israel,,Kiryat Shmona Israel,nan,nan
Kiryat Yam,Israel,,Kiryat Yam Israel,nan,nan
Lod,Israel,,Lod Israel,nan,nan
Ma'alot-Tarshiha,Israel,,Ma'alot-Tarshiha Israel,nan,nan
Migdal HaEmek,Israel,,Migdal HaEmek Israel,nan,nan
Modi'in-Maccabim-Re'ut,Israel,,Modi'in-Maccabim-Re'ut Israel,nan,nan
Nahariya,Israel,,Nahariya Israel,nan,nan
Nazareth,Israel,,Nazareth Israel,nan,nan
Nesher,Israel,,Nesher Israel,nan,nan
Ness Ziona,Israel,,Ness Ziona Israel,nan,nan
Netanya,Israel,,Netanya Israel,nan,nan
Netivot,Israel,,Netivot Israel,nan,nan
Nof HaGalil,Israel,,Nof HaGalil Israel,nan,nan
Ofakim,Israel,,Ofakim Israel,nan,nan
Or Akiva,Israel,,Or Akiva Israel,nan,nan
Or Yehuda,Israel,,Or Yehuda Israel,nan,nan
Petah Tikva,Israel,,Petah Tikva Israel,nan,nan
Qalansawe,Israel,,Qalansawe Israel,nan,nan
Ra'anana,Israel,,Ra'anana Israel,nan,nan
Rahat,Israel,,Rahat Israel,nan,nan
Ramat Gan,Israel,,Ramat Gan Israel,nan,nan
Ramat HaSharon,Israel,,Ramat HaSharon Israel,nan,nan
Ramla,Israel,,Ramla Israel,nan,nan
Rehovot,Israel,,Rehovot Israel,nan,nan
Rishon LeZion,Israel,,Rishon LeZion Israel,nan,nan
Rosh HaAyin,Israel,,Rosh HaAyin Israel,nan,nan
Safed,Israel,,Safed Israel,nan,nan
Sakhnin,Israel,,Sakhnin Israel,nan,nan
Sderot,Israel,,Sderot Israel,nan,nan
Shefa-'Amr,Israel,,Shefa-'Amr Israel,nan,nan
Tamra,Israel,,Tamra Israel,nan,nan
Tayibe,Israel,,Tayibe Israel,nan,nan
Tel Aviv-Yafo,Israel,,Tel Aviv-Yafo Israel,nan,nan
Tiberias,Israel,,Tiberias Israel,nan,nan
Tira,Israel,,Tira Israel,nan,nan
Tirat Carmel,Israel,,Tirat Carmel Israel,nan,nan
Umm al-Fahm,Israel,,Umm al-Fahm Israel,nan,nan
Yavne,Israel,,Yavne Israel,nan,nan
Yehud-Monosson,Israel,,Yehud-Monosson Israel,nan,nan
Yokneam Illit,Israel,,Yokneam Illit Israel,nan,nan
Rome,Italy,,Rome Italy,nan,nan
Milan,Italy,,Milan Italy,nan,nan
Naples,Italy,,Naples Italy,nan,nan
Turin,Italy,,Turin Italy,nan,nan
Palermo,Italy,,Palermo Italy,nan,nan
Genoa,Italy,,Genoa Italy,nan,nan
Bologna,Italy,,Bologna Italy,nan,nan
Florence,Italy,,Florence Italy,nan,nan
Bari,Italy,,Bari Italy,nan,nan
Catania,Italy,,Catania Italy,nan,nan
Verona,Italy,,Verona Italy,nan,nan
Venice,Italy,,Venice Italy,nan,nan
Messina,Italy,,Messina Italy,nan,nan
Padua,Italy,,Padua Italy,nan,nan
Prato,Italy,,Prato Italy,nan,nan
Trieste,Italy,,Trieste Italy,nan,nan
Brescia,Italy,,Brescia Italy,nan,nan
Parma,Italy,,Parma Italy,nan,nan
Taranto,Italy,,Taranto Italy,nan,nan
Modena,Italy,,Modena Italy,nan,nan
Reggio Calabria,Italy,,Reggio Calabria Italy,nan,nan
Reggio Emilia,Italy,,Reggio Emilia Italy,nan,nan
Perugia,Italy,,Perugia Italy,nan,nan
Ravenna,Italy,,Ravenna Italy,nan,nan
Livorno,Italy,,Livorno Italy,nan,nan
Rimini,Italy,,Rimini Italy,nan,nan
Cagliari,Italy,,Cagliari Italy,nan,nan
Foggia,Italy,,Foggia Italy,nan,nan
Ferrara,Italy,,Ferrara Italy,nan,nan
Salerno,Italy,,Salerno Italy,nan,nan
Latina,Italy,,Latina Italy,nan,nan
Giugliano in Campania,Italy,,Giugliano in Campania Italy,nan,nan
Monza,Italy,,Monza Italy,nan,nan
Sassari,Italy,,Sassari Italy,nan,nan
Bergamo,Italy,,Bergamo Italy,nan,nan
Pescara,Italy,,Pescara Italy,nan,nan
Trento,Italy,,Trento Italy,nan,nan
Forlì,Italy,,Forlì Italy,nan,nan
Syracuse,Italy,,Syracuse Italy,nan,nan
Vicenza,Italy,,Vicenza Italy,nan,nan
Terni,Italy,,Terni Italy,nan,nan
Bolzano-Bozen,Italy,,Bolzano-Bozen Italy,nan,nan
Piacenza,Italy,,Piacenza Italy,nan,nan
Novara,Italy,,Novara Italy,nan,nan
Ancona,Italy,,Ancona Italy,nan,nan
Udine,Italy,,Udine Italy,nan,nan
Andria,Italy,,Andria Italy,nan,nan
Arezzo,Italy,,Arezzo Italy,nan,nan
Cesena,Italy,,Cesena Italy,nan,nan
Pesaro,Italy,,Pesaro Italy,nan,nan
Lecce,Italy,,Lecce Italy,nan,nan
Barletta,Italy,,Barletta Italy,nan,nan
La Spezia,Italy,,La Spezia Italy,nan,nan
Alessandria,Italy,,Alessandria Italy,nan,nan
Pisa,Italy,,Pisa Italy,nan,nan
Pistoia,Italy,,Pistoia Italy,nan,nan
Lucca,Italy,,Lucca Italy,nan,nan
Guidonia Montecelio,Italy,,Guidonia Montecelio Italy,nan,nan
Catanzaro,Italy,,Catanzaro Italy,nan,nan
Treviso,Italy,,Treviso Italy,nan,nan
Como,Italy,,Como Italy,nan,nan
Brindisi,Italy,,Brindisi Italy,nan,nan
Busto Arsizio,Italy,,Busto Arsizio Italy,nan,nan
Grosseto,Italy,,Grosseto Italy,nan,nan
Torre del Greco,Italy,,Torre del Greco Italy,nan,nan
Fiumicino,Italy,,Fiumicino Italy,nan,nan
Marsala,Italy,,Marsala Italy,nan,nan
Sesto San Giovanni,Italy,,Sesto San Giovanni Italy,nan,nan
Varese,Italy,,Varese Italy,nan,nan
Pozzuoli,Italy,,Pozzuoli Italy,nan,nan
Cinisello Balsamo,Italy,,Cinisello Balsamo Italy,nan,nan
Corigliano-Rossano,Italy,,Corigliano-Rossano Italy,nan,nan
Aprilia,Italy,,Aprilia Italy,nan,nan
Asti,Italy,,Asti Italy,nan,nan
Casoria,Italy,,Casoria Italy,nan,nan
Caserta,Italy,,Caserta Italy,nan,nan
Ragusa,Italy,,Ragusa Italy,nan,nan
Carpi,Italy,,Carpi Italy,nan,nan
Gela,Italy,,Gela Italy,nan,nan
Pavia,Italy,,Pavia Italy,nan,nan
Cremona,Italy,,Cremona Italy,nan,nan
Altamura,Italy,,Altamura Italy,nan,nan
Imola,Italy,,Imola Italy,nan,nan
L’Aquila,Italy,,L’Aquila Italy,nan,nan
Quartu Sant'Elena,Italy,,Quartu Sant'Elena Italy,nan,nan
Lamezia Terme,Italy,,Lamezia Terme Italy,nan,nan
Massa,Italy,,Massa Italy,nan,nan
Viterbo,Italy,,Viterbo Italy,nan,nan
Potenza,Italy,,Potenza Italy,nan,nan
Trapani,Italy,,Trapani Italy,nan,nan
Cosenza,Italy,,Cosenza Italy,nan,nan
Pomezia,Italy,,Pomezia Italy,nan,nan
Castellammare di Stabia,Italy,,Castellammare di Stabia Italy,nan,nan
Vigevano,Italy,,Vigevano Italy,nan,nan
Vittoria,Italy,,Vittoria Italy,nan,nan
Afragola,Italy,,Afragola Italy,nan,nan
Viareggio,Italy,,Viareggio Italy,nan,nan
Carrara,Italy,,Carrara Italy,nan,nan
Olbia,Italy,,Olbia Italy,nan,nan
Matera,Italy,,Matera Italy,nan,nan
Fano,Italy,,Fano Italy,nan,nan
Legnano,Italy,,Legnano Italy,nan,nan
Caltanissetta,Italy,,Caltanissetta Italy,nan,nan
Faenza,Italy,,Faenza Italy,nan,nan
Savona,Italy,,Savona Italy,nan,nan
Crotone,Italy,,Crotone Italy,nan,nan
Anzio,Italy,,Anzio Italy,nan,nan
Acerra,Italy,,Acerra Italy,nan,nan
Marano di Napoli,Italy,,Marano di Napoli Italy,nan,nan
Molfetta,Italy,,Molfetta Italy,nan,nan
Cerignola,Italy,,Cerignola Italy,nan,nan
Benevento,Italy,,Benevento Italy,nan,nan
Moncalieri,Italy,,Moncalieri Italy,nan,nan
Cuneo,Italy,,Cuneo Italy,nan,nan
Agrigento,Italy,,Agrigento Italy,nan,nan
Foligno,Italy,,Foligno Italy,nan,nan
Tivoli,Italy,,Tivoli Italy,nan,nan
Trani,Italy,,Trani Italy,nan,nan
Manfredonia,Italy,,Manfredonia Italy,nan,nan
Siena,Italy,,Siena Italy,nan,nan
Bisceglie,Italy,,Bisceglie Italy,nan,nan
Modica,Italy,,Modica Italy,nan,nan
Bitonto,Italy,,Bitonto Italy,nan,nan
Montesilvano,Italy,,Montesilvano Italy,nan,nan
Sanremo,Italy,,Sanremo Italy,nan,nan
Gallarate,Italy,,Gallarate Italy,nan,nan
Bagheria,Italy,,Bagheria Italy,nan,nan
Avellino,Italy,,Avellino Italy,nan,nan
Portici,Italy,,Portici Italy,nan,nan
Velletri,Italy,,Velletri Italy,nan,nan
Teramo,Italy,,Teramo Italy,nan,nan
Civitavecchia,Italy,,Civitavecchia Italy,nan,nan
Pordenone,Italy,,Pordenone Italy,nan,nan
Cava de' Tirreni,Italy,,Cava de' Tirreni Italy,nan,nan
Rho,Italy,,Rho Italy,nan,nan
Acireale,Italy,,Acireale Italy,nan,nan
Rovigo,Italy,,Rovigo Italy,nan,nan
Aversa,Italy,,Aversa Italy,nan,nan
Mazara del Vallo,Italy,,Mazara del Vallo Italy,nan,nan
Ercolano,Italy,,Ercolano Italy,nan,nan
Amman,Jordan,,Amman Jordan,nan,nan
Zarqa,Jordan,,Zarqa Jordan,nan,nan
Irbid,Jordan,,Irbid Jordan,nan,nan
Russeifa,Jordan,,Russeifa Jordan,nan,nan
Sahab,Jordan,,Sahab Jordan,nan,nan
Ar Ramtha,Jordan,,Ar Ramtha Jordan,nan,nan
Aqaba,Jordan,,Aqaba Jordan,nan,nan
Mafraq,Jordan,,Mafraq Jordan,nan,nan
Madaba,Jordan,,Madaba Jordan,nan,nan
As-Salt,Jordan,,As-Salt Jordan,nan,nan
Al-Jizah,Jordan,,Al-Jizah Jordan,nan,nan
Ain Al-Basha,Jordan,,Ain Al-Basha Jordan,nan,nan
Aydoun,Jordan,,Aydoun Jordan,nan,nan
Ad-Dhlail,Jordan,,Ad-Dhlail Jordan,nan,nan
Jerash,Jordan,,Jerash Jordan,nan,nan
As-Sarih,Jordan,,As-Sarih Jordan,nan,nan
Al-Hashimiyah,Jordan,,Al-Hashimiyah Jordan,nan,nan
Ma'an,Jordan,,Ma'an Jordan,nan,nan
Beit Ras,Jordan,,Beit Ras Jordan,nan,nan
Al Husn,Jordan,,Al Husn Jordan,nan,nan
At-Turrah,Jordan,,At-Turrah Jordan,nan,nan
Naour,Jordan,,Naour Jordan,nan,nan
Karak,Jordan,,Karak Jordan,nan,nan
Kufranjah,Jordan,,Kufranjah Jordan,nan,nan
Der Abi Saeed,Jordan,,Der Abi Saeed Jordan,nan,nan
No'ayymeh,Jordan,,No'ayymeh Jordan,nan,nan
Ash-Shajarah,Jordan,,Ash-Shajarah Jordan,nan,nan
Tafilah,Jordan,,Tafilah Jordan,nan,nan
Mu'tah,Jordan,,Mu'tah Jordan,nan,nan
Ghor es-Safi,Jordan,,Ghor es-Safi Jordan,nan,nan
Anjara,Jordan,,Anjara Jordan,nan,nan
Al Mashar'e,Jordan,,Al Mashar'e Jordan,nan,nan
Huwwarah,Jordan,,Huwwarah Jordan,nan,nan
Kafr Yubah,Jordan,,Kafr Yubah Jordan,nan,nan
Kuraymeh,Jordan,,Kuraymeh Jordan,nan,nan
At-Taybeh,Jordan,,At-Taybeh Jordan,nan,nan
Al-Mazar Ash-Shamali,Jordan,,Al-Mazar Ash-Shamali Jordan,nan,nan
As-Sukhneh,Jordan,,As-Sukhneh Jordan,nan,nan
Al-Khalidiyah Al-Jadeedah,Jordan,,Al-Khalidiyah Al-Jadeedah Jordan,nan,nan
Bushra,Jordan,,Bushra Jordan,nan,nan
Um Al-Sumaq Al-Janoubi,Jordan,,Um Al-Sumaq Al-Janoubi Jordan,nan,nan
Judayteh,Jordan,,Judayteh Jordan,nan,nan
Fuheis,Jordan,,Fuheis Jordan,nan,nan
Al-Mazar Al-Janoubi,Jordan,,Al-Mazar Al-Janoubi Jordan,nan,nan
Shuna Ash-Shamaliyeh,Jordan,,Shuna Ash-Shamaliyeh Jordan,nan,nan
Kafr Al-Ma’,Jordan,,Kafr Al-Ma’ Jordan,nan,nan
Mahis,Jordan,,Mahis Jordan,nan,nan
Aydarken,Kyrgyzstan,,Aydarken Kyrgyzstan,nan,nan
Balykchy,Kyrgyzstan,,Balykchy Kyrgyzstan,nan,nan
Batken,Kyrgyzstan,,Batken Kyrgyzstan,nan,nan
Bazar-Korgon,Kyrgyzstan,,Bazar-Korgon Kyrgyzstan,nan,nan
Bishkek,Kyrgyzstan,,Bishkek Kyrgyzstan,nan,nan
Cholpon-Ata,Kyrgyzstan,,Cholpon-Ata Kyrgyzstan,nan,nan
Jalal-Abad,Kyrgyzstan,,Jalal-Abad Kyrgyzstan,nan,nan
Kadamjay,Kyrgyzstan,,Kadamjay Kyrgyzstan,nan,nan
Kant,Kyrgyzstan,,Kant Kyrgyzstan,nan,nan
Kara-Balta,Kyrgyzstan,,Kara-Balta Kyrgyzstan,nan,nan
Karakol,Kyrgyzstan,,Karakol Kyrgyzstan,nan,nan
Kara-Köl,Kyrgyzstan,,Kara-Köl Kyrgyzstan,nan,nan
Kara-Suu,Kyrgyzstan,,Kara-Suu Kyrgyzstan,nan,nan
Kayyngdy,Kyrgyzstan,,Kayyngdy Kyrgyzstan,nan,nan
Kemin,Kyrgyzstan,,Kemin Kyrgyzstan,nan,nan
Kerben,Kyrgyzstan,,Kerben Kyrgyzstan,nan,nan
Kochkor-Ata,Kyrgyzstan,,Kochkor-Ata Kyrgyzstan,nan,nan
Kök-Janggak,Kyrgyzstan,,Kök-Janggak Kyrgyzstan,nan,nan
Kyzyl-Kiya,Kyrgyzstan,,Kyzyl-Kiya Kyrgyzstan,nan,nan
Mayluu-Suu,Kyrgyzstan,,Mayluu-Suu Kyrgyzstan,nan,nan
Naryn,Kyrgyzstan,,Naryn Kyrgyzstan,nan,nan
Nookat,Kyrgyzstan,,Nookat Kyrgyzstan,nan,nan
Orlovka,Kyrgyzstan,,Orlovka Kyrgyzstan,nan,nan
Osh,Kyrgyzstan,,Osh Kyrgyzstan,nan,nan
Özgön,Kyrgyzstan,,Özgön Kyrgyzstan,nan,nan
Razzakov,Kyrgyzstan,,Razzakov Kyrgyzstan,nan,nan
Shopokov,Kyrgyzstan,,Shopokov Kyrgyzstan,nan,nan
Sülüktü,Kyrgyzstan,,Sülüktü Kyrgyzstan,nan,nan
Talas,Kyrgyzstan,,Talas Kyrgyzstan,nan,nan
Tash-Kömür,Kyrgyzstan,,Tash-Kömür Kyrgyzstan,nan,nan
Tokmok,Kyrgyzstan,,Tokmok Kyrgyzstan,nan,nan
Toktogul,Kyrgyzstan,,Toktogul Kyrgyzstan,nan,nan
Vientiane,Laos,,Vientiane Laos,nan,nan
Savannakhet,Laos,,Savannakhet Laos,nan,nan
Pakse,Laos,,Pakse Laos,nan,nan
Luang Prabang,Laos,,Luang Prabang Laos,nan,nan
Xam Neua,Laos,,Xam Neua Laos,nan,nan
Phonsavan,Laos,,Phonsavan Laos,nan,nan
Thakhek,Laos,,Thakhek Laos,nan,nan
Muang Xay,Laos,,Muang Xay Laos,nan,nan
Xaysomboun,Laos,,Xaysomboun Laos,nan,nan
Pakxan,Laos,,Pakxan Laos,nan,nan
Attapeu,Laos,,Attapeu Laos,nan,nan
Houayxay,Laos,,Houayxay Laos,nan,nan
Luang Namtha,Laos,,Luang Namtha Laos,nan,nan
Phongsali,Laos,,Phongsali Laos,nan,nan
Sainyabuli,Laos,,Sainyabuli Laos,nan,nan
Salavan,Laos,,Salavan Laos,nan,nan
Sekong,Laos,,Sekong Laos,nan,nan
Rīga pronunciation,Latvia,,Rīga pronunciation Latvia,nan,nan
Daugavpils pronunciation,Latvia,,Daugavpils pronunciation Latvia,nan,nan
Liepāja pronunciation,Latvia,,Liepāja pronunciation Latvia,nan,nan
Jelgava pronunciation,Latvia,,Jelgava pronunciation Latvia,nan,nan
Jūrmala pronunciation,Latvia,,Jūrmala pronunciation Latvia,nan,nan
Ventspils pronunciation,Latvia,,Ventspils pronunciation Latvia,nan,nan
Rēzekne pronunciation,Latvia,,Rēzekne pronunciation Latvia,nan,nan
Ogre pronunciation,Latvia,,Ogre pronunciation Latvia,nan,nan
Valmiera pronunciation,Latvia,,Valmiera pronunciation Latvia,nan,nan
Jēkabpils pronunciation,Latvia,,Jēkabpils pronunciation Latvia,nan,nan
Beirut,Lebanon,,Beirut Lebanon,nan,nan
Tripoli,Lebanon,,Tripoli Lebanon,nan,nan
Sidon,Lebanon,,Sidon Lebanon,nan,nan
Baalbek,Lebanon,,Baalbek Lebanon,nan,nan
Tyre,Lebanon,,Tyre Lebanon,nan,nan
Nabatieh,Lebanon,,Nabatieh Lebanon,nan,nan
Jounieh,Lebanon,,Jounieh Lebanon,nan,nan
Aley,Lebanon,,Aley Lebanon,nan,nan
Zahle,Lebanon,,Zahle Lebanon,nan,nan
Zgharta-Ehden,Lebanon,,Zgharta-Ehden Lebanon,nan,nan
Byblos,Lebanon,,Byblos Lebanon,nan,nan
Batroun,Lebanon,,Batroun Lebanon,nan,nan
Maseru,Lesotho,,Maseru Lesotho,nan,nan
Teyateyaneng,Lesotho,,Teyateyaneng Lesotho,nan,nan
Mafeteng,Lesotho,,Mafeteng Lesotho,nan,nan
Hlotse,Lesotho,,Hlotse Lesotho,nan,nan
Mohale's Hoek,Lesotho,,Mohale's Hoek Lesotho,nan,nan
Maputsoe,Lesotho,,Maputsoe Lesotho,nan,nan
Qacha's Nek,Lesotho,,Qacha's Nek Lesotho,nan,nan
Quthing,Lesotho,,Quthing Lesotho,nan,nan
Butha-Buthe,Lesotho,,Butha-Buthe Lesotho,nan,nan
Mokhotlong,Lesotho,,Mokhotlong Lesotho,nan,nan
Thaba-Tseka,Lesotho,,Thaba-Tseka Lesotho,nan,nan
Diekirch ,Luxembourg,,Diekirch  Luxembourg,nan,nan
Differdange,Luxembourg,,Differdange Luxembourg,nan,nan
Dudelange,Luxembourg,,Dudelange Luxembourg,nan,nan
Echternach ,Luxembourg,,Echternach  Luxembourg,nan,nan
Esch-sur-Alzette,Luxembourg,,Esch-sur-Alzette Luxembourg,nan,nan
Ettelbruck,Luxembourg,,Ettelbruck Luxembourg,nan,nan
Grevenmacher,Luxembourg,,Grevenmacher Luxembourg,nan,nan
Luxembourg,Luxembourg,,Luxembourg Luxembourg,nan,nan
Remich,Luxembourg,,Remich Luxembourg,nan,nan
Rumelange,Luxembourg,,Rumelange Luxembourg,nan,nan
Vianden ,Luxembourg,,Vianden  Luxembourg,nan,nan
Wiltz ,Luxembourg,,Wiltz  Luxembourg,nan,nan
George Town City,Malaysia,,George Town City Malaysia,nan,nan
Kuala Lumpur,Malaysia,,Kuala Lumpur Malaysia,nan,nan
Ipoh City  ,Malaysia,,Ipoh City   Malaysia,nan,nan
Kuching City ,Malaysia,,Kuching City  Malaysia,nan,nan
Johor Bahru City ,Malaysia,,Johor Bahru City  Malaysia,nan,nan
Kota Kinabalu City ,Malaysia,,Kota Kinabalu City  Malaysia,nan,nan
Shah Alam City ,Malaysia,,Shah Alam City  Malaysia,nan,nan
Malacca City,Malaysia,,Malacca City Malaysia,nan,nan
Alor Setar City ,Malaysia,,Alor Setar City  Malaysia,nan,nan
Miri City ,Malaysia,,Miri City  Malaysia,nan,nan
Petaling Jaya City ,Malaysia,,Petaling Jaya City  Malaysia,nan,nan
Kuala Terengganu City ,Malaysia,,Kuala Terengganu City  Malaysia,nan,nan
Iskandar Puteri City ,Malaysia,,Iskandar Puteri City  Malaysia,nan,nan
Seberang Perai City ,Malaysia,,Seberang Perai City  Malaysia,nan,nan
Seremban City ,Malaysia,,Seremban City  Malaysia,nan,nan
Subang Jaya City ,Malaysia,,Subang Jaya City  Malaysia,nan,nan
Pasir Gudang City ,Malaysia,,Pasir Gudang City  Malaysia,nan,nan
Kuantan City ,Malaysia,,Kuantan City  Malaysia,nan,nan
Klang Royal City,Malaysia,,Klang Royal City Malaysia,nan,nan
Bamako,Mali,,Bamako Mali,nan,nan
Sikasso,Mali,,Sikasso Mali,nan,nan
Kalabancoro,Mali,,Kalabancoro Mali,nan,nan
Koutiala,Mali,,Koutiala Mali,nan,nan
Ségou,Mali,,Ségou Mali,nan,nan
Kayes,Mali,,Kayes Mali,nan,nan
Kati,Mali,,Kati Mali,nan,nan
Mopti,Mali,,Mopti Mali,nan,nan
Niono,Mali,,Niono Mali,nan,nan
Gao,Mali,,Gao Mali,nan,nan
San,Mali,,San Mali,nan,nan
Koro,Mali,,Koro Mali,nan,nan
Bla,Mali,,Bla Mali,nan,nan
Bougouni,Mali,,Bougouni Mali,nan,nan
Mandé,Mali,,Mandé Mali,nan,nan
Baguineda,Mali,,Baguineda Mali,nan,nan
Kolondiéba,Mali,,Kolondiéba Mali,nan,nan
Kolokani,Mali,,Kolokani Mali,nan,nan
Pelengana,Mali,,Pelengana Mali,nan,nan
Timbuktu,Mali,,Timbuktu Mali,nan,nan
Koury,Mali,,Koury Mali,nan,nan
Massigui,Mali,,Massigui Mali,nan,nan
Tonka,Mali,,Tonka Mali,nan,nan
Kadiolo,Mali,,Kadiolo Mali,nan,nan
Wassoulou,Mali,,Wassoulou Mali,nan,nan
Kaladougou,Mali,,Kaladougou Mali,nan,nan
Koumantou,Mali,,Koumantou Mali,nan,nan
Ouelesse,Mali,,Ouelesse Mali,nan,nan
Birgu,Malta,,Birgu Malta,nan,nan
Bormla,Malta,,Bormla Malta,nan,nan
Mdina,Malta,,Mdina Malta,nan,nan
Qormi,Malta,,Qormi Malta,nan,nan
Rabat,Malta,,Rabat Malta,nan,nan
Senglea,Malta,,Senglea Malta,nan,nan
Siġġiewi,Malta,,Siġġiewi Malta,nan,nan
Valletta,Malta,,Valletta Malta,nan,nan
Żabbar,Malta,,Żabbar Malta,nan,nan
Żebbuġ,Malta,,Żebbuġ Malta,nan,nan
Żejtun,Malta,,Żejtun Malta,nan,nan
Nouakchott,Mauritania,,Nouakchott Mauritania,nan,nan
Nouadhibou,Mauritania,,Nouadhibou Mauritania,nan,nan
Kiffa,Mauritania,,Kiffa Mauritania,nan,nan
Mbera Refugee Camp,Mauritania,,Mbera Refugee Camp Mauritania,nan,nan
