City,Country,Scraping Link,Location,translated_original,translated_mymemory
Pomezia,Italy,,Pomezia Italy,Pomezia Italy,Pomezia Italy
Castellammare di Stabia,Italy,,Castellammare di Stabia Italy,Castellammare di Stabia Italy,Castellammare di Stabia Italy
Vigevano,Italy,,Vigevano Italy,Vigevano Italy,Vigevano Italy
Vittoria,Italy,,Vittoria Italy,Vittoria Italy,Vittoria Italy
Afragola,Italy,,Afragola Italy,Afragola Italy,Afragola Italy
Viareggio,Italy,,Viareggio Italy,Viareggio Italy,Viareggio Italy
Carrara,Italy,,Carrara Italy,Carrara Italy,Carrara Italy
Olbia,Italy,,Olbia Italy,Olbia Italy,Olbia Italy
Matera,Italy,,Matera Italy,Matera Italy,Matera Italy
Fano,Italy,,Fano Italy,Fano Italy,Fano Italy
Legnano,Italy,,Legnano Italy,Legnano Italy,Legnano Italy
Caltanissetta,Italy,,Caltanissetta Italy,Caltanissetta Italy,Caltanissetta Italy
Faenza,Italy,,Faenza Italy,Faenza Italy,Faenza Italy
Savona,Italy,,Savona Italy,Savona Italy,Savona Italy
Crotone,Italy,,Crotone Italy,Crotone Italy,Crotone Italy
Anzio,Italy,,Anzio Italy,Anzio Italy,Anzio Italy
Acerra,Italy,,Acerra Italy,Acerra Italy,Acerra Italy
Marano di Napoli,Italy,,Marano di Napoli Italy,Marano di Napoli Italy,Marano di Napoli Italy
Molfetta,Italy,,Molfetta Italy,Molfetta Italy,Molfetta Italy
Cerignola,Italy,,Cerignola Italy,Cerignola Italy,Cerignola Italy
Benevento,Italy,,Benevento Italy,Benevento Italy,Benevento Italy
Moncalieri,Italy,,Moncalieri Italy,Moncalieri Italy,Moncalieri Italy
Cuneo,Italy,,Cuneo Italy,Cuneo Italy,Cuneo Italy
Agrigento,Italy,,Agrigento Italy,Agrigento Italy,Agrigento Italy
Foligno,Italy,,Foligno Italy,Foligno Italy,Foligno Italy
Tivoli,Italy,,Tivoli Italy,Tivoli Italy,Tivoli Italy
Trani,Italy,,Trani Italy,Trani Italy,Trani Italy
Manfredonia,Italy,,Manfredonia Italy,Manfredonia Italy,Manfredonia Italy
Siena,Italy,,Siena Italy,Siena Italy,Siena Italy
Bisceglie,Italy,,Bisceglie Italy,Bisceglie Italy,Bisceglie Italy
Modica,Italy,,Modica Italy,Modica Italy,Modica Italy
Bitonto,Italy,,Bitonto Italy,Bitonto Italy,Bitonto Italy
Montesilvano,Italy,,Montesilvano Italy,Montesilvano Italy,Montesilvano Italy
Sanremo,Italy,,Sanremo Italy,Sanremo Italy,Sanremo Italy
Gallarate,Italy,,Gallarate Italy,Gallarate Italy,Gallarate Italy
Bagheria,Italy,,Bagheria Italy,Bagheria Italy,Bagheria Italy
Avellino,Italy,,Avellino Italy,Avellino Italy,Avellino Italy
Portici,Italy,,Portici Italy,Portici Italy,Portici Italy
Velletri,Italy,,Velletri Italy,Velletri Italy,Velletri Italy
Teramo,Italy,,Teramo Italy,Teramo Italy,Teramo Italy
Civitavecchia,Italy,,Civitavecchia Italy,Civitavecchia Italy,Civitavecchia Italy
Pordenone,Italy,,Pordenone Italy,Pordenone Italy,Pordenone Italy
Cava de' Tirreni,Italy,,Cava de' Tirreni Italy,Cava de' Tirreni Italy,Cava de' Tirreni Italy
Rho,Italy,,Rho Italy,Rho Italy,Rho Italy
Acireale,Italy,,Acireale Italy,Acireale Italy,Acireale Italy
Rovigo,Italy,,Rovigo Italy,Rovigo Italy,Rovigo Italy
Aversa,Italy,,Aversa Italy,Aversa Italy,Aversa Italy
Mazara del Vallo,Italy,,Mazara del Vallo Italy,Mazara del Vallo Italy,Mazara del Vallo Italy
Ercolano,Italy,,Ercolano Italy,Ercolano Italy,Ercolano Italy
Amman,Jordan,,Amman Jordan,Amman Jordan,Amman Jordan
Zarqa,Jordan,,Zarqa Jordan,Zarqa Jordan,Zarqa Jordan
Irbid,Jordan,,Irbid Jordan,Irbid Jordan,Irbid Jordan
Russeifa,Jordan,,Russeifa Jordan,Russeifa Jordan,Russeifa Jordan
Sahab,Jordan,,Sahab Jordan,Sahab Jordan,Sahab Jordan
Ar Ramtha,Jordan,,Ar Ramtha Jordan,Ar Ramtha Jordan,Ar Ramtha Jordan
Aqaba,Jordan,,Aqaba Jordan,Aqaba Jordan,Aqaba Jordan
Mafraq,Jordan,,Mafraq Jordan,Mafraq Jordan,Mafraq Jordan
Madaba,Jordan,,Madaba Jordan,Madaba Jordan,Madaba Jordan
As-Salt,Jordan,,As-Salt Jordan,As-Salt Jordan,As-Salt Jordan
Al-Jizah,Jordan,,Al-Jizah Jordan,Al-Jizah Jordan,Al-Jizah Jordan
Ain Al-Basha,Jordan,,Ain Al-Basha Jordan,Ain Al-Basha Jordan,Ain Al-Basha Jordan
Aydoun,Jordan,,Aydoun Jordan,Aydoun Jordan,Aydoun Jordan
Ad-Dhlail,Jordan,,Ad-Dhlail Jordan,Ad-Dhlail Jordan,Ad-Dhlail Jordan
Jerash,Jordan,,Jerash Jordan,Jerash Jordan,Jerash Jordan
As-Sarih,Jordan,,As-Sarih Jordan,As-Sarih Jordan,As-Sarih Jordan
Al-Hashimiyah,Jordan,,Al-Hashimiyah Jordan,Al-Hashimiyah Jordan,Al-Hashimiyah Jordan
Ma'an,Jordan,,Ma'an Jordan,Ma'an Jordan,Ma'an Jordan
Beit Ras,Jordan,,Beit Ras Jordan,Beit Ras Jordan,Beit Ras Jordan
Al Husn,Jordan,,Al Husn Jordan,Al Husn Jordan,Al Husn Jordan
At-Turrah,Jordan,,At-Turrah Jordan,At-Turrah Jordan,At-Turrah Jordan
Naour,Jordan,,Naour Jordan,Naour Jordan,Naour Jordan
Karak,Jordan,,Karak Jordan,Karak Jordan,Karak Jordan
Kufranjah,Jordan,,Kufranjah Jordan,Kufranjah Jordan,Kufranjah Jordan
Der Abi Saeed,Jordan,,Der Abi Saeed Jordan,Der Abi Saeed Jordan,Der Abi Saeed Jordan
No'ayymeh,Jordan,,No'ayymeh Jordan,No'ayymeh Jordan,No'ayymeh Jordan
Ash-Shajarah,Jordan,,Ash-Shajarah Jordan,Ash-Shajarah Jordan,Ash-Shajarah Jordan
Tafilah,Jordan,,Tafilah Jordan,Tafilah Jordan,Tafilah Jordan
Mu'tah,Jordan,,Mu'tah Jordan,Mu'tah Jordan,Mu'tah Jordan
Ghor es-Safi,Jordan,,Ghor es-Safi Jordan,Ghor es-Safi Jordan,Ghor es-Safi Jordan
Anjara,Jordan,,Anjara Jordan,Anjara Jordan,Anjara Jordan
Al Mashar'e,Jordan,,Al Mashar'e Jordan,Al Mashar'e Jordan,Al Mashar'e Jordan
Huwwarah,Jordan,,Huwwarah Jordan,Huwwarah Jordan,Huwwarah Jordan
Kafr Yubah,Jordan,,Kafr Yubah Jordan,Kafr Yubah Jordan,Kafr Yubah Jordan
Kuraymeh,Jordan,,Kuraymeh Jordan,Kuraymeh Jordan,Kuraymeh Jordan
At-Taybeh,Jordan,,At-Taybeh Jordan,At-Taybeh Jordan,At-Taybeh Jordan
Al-Mazar Ash-Shamali,Jordan,,Al-Mazar Ash-Shamali Jordan,Al-Mazar Ash-Shamali Jordan,Al-Mazar Ash-Shamali Jordan
As-Sukhneh,Jordan,,As-Sukhneh Jordan,As-Sukhneh Jordan,As-Sukhneh Jordan
Al-Khalidiyah Al-Jadeedah,Jordan,,Al-Khalidiyah Al-Jadeedah Jordan,Al-Khalidiyah Al-Jadeedah Jordan,Al-Khalidiyah Al-Jadeedah Jordan
Bushra,Jordan,,Bushra Jordan,Bushra Jordan,Bushra Jordan
Um Al-Sumaq Al-Janoubi,Jordan,,Um Al-Sumaq Al-Janoubi Jordan,Um Al-Sumaq Al-Janoubi Jordan,Um Al-Sumaq Al-Janoubi Jordan
Judayteh,Jordan,,Judayteh Jordan,Judayteh Jordan,Judayteh Jordan
Fuheis,Jordan,,Fuheis Jordan,Fuheis Jordan,Fuheis Jordan
Al-Mazar Al-Janoubi,Jordan,,Al-Mazar Al-Janoubi Jordan,Al-Mazar Al-Janoubi Jordan,Al-Mazar Al-Janoubi Jordan
Shuna Ash-Shamaliyeh,Jordan,,Shuna Ash-Shamaliyeh Jordan,Shuna Ash-Shamaliyeh Jordan,Shuna Ash-Shamaliyeh Jordan
Kafr Al-Ma’,Jordan,,Kafr Al-Ma’ Jordan,Kafr Al-Ma’ Jordan,Kafr Al-Ma’ Jordan
Mahis,Jordan,,Mahis Jordan,Mahis Jordan,Mahis Jordan
Aydarken,Kyrgyzstan,,Aydarken Kyrgyzstan,Aydarken Kyrgyzstan,Aydarken Kyrgyzstan
Balykchy,Kyrgyzstan,,Balykchy Kyrgyzstan,Balykchy Kyrgyzstan,Balykchy Kyrgyzstan
Batken,Kyrgyzstan,,Batken Kyrgyzstan,Batken Kyrgyzstan,Batken Kyrgyzstan
Bazar-Korgon,Kyrgyzstan,,Bazar-Korgon Kyrgyzstan,Bazar-Korgon Kyrgyzstan,Bazar-Korgon Kyrgyzstan
Bishkek,Kyrgyzstan,,Bishkek Kyrgyzstan,Bishkek Kyrgyzstan,Bishkek Kyrgyzstan
Cholpon-Ata,Kyrgyzstan,,Cholpon-Ata Kyrgyzstan,Cholpon-Ata Kyrgyzstan,Cholpon-Ata Kyrgyzstan
Jalal-Abad,Kyrgyzstan,,Jalal-Abad Kyrgyzstan,Jalal-Abad Kyrgyzstan,Jalal-Abad Kyrgyzstan
Kadamjay,Kyrgyzstan,,Kadamjay Kyrgyzstan,Kadamjay Kyrgyzstan,Kadamjay Kyrgyzstan
Kant,Kyrgyzstan,,Kant Kyrgyzstan,Kant Kyrgyzstan,Kant Kyrgyzstan
Kara-Balta,Kyrgyzstan,,Kara-Balta Kyrgyzstan,Kara-Balta Kyrgyzstan,Kara-Balta Kyrgyzstan
Karakol,Kyrgyzstan,,Karakol Kyrgyzstan,Karakol Kyrgyzstan,Karakol Kyrgyzstan
Kara-Köl,Kyrgyzstan,,Kara-Köl Kyrgyzstan,Kara-Köl Kyrgyzstan,Kara-Köl Kyrgyzstan
Kara-Suu,Kyrgyzstan,,Kara-Suu Kyrgyzstan,Kara-Suu Kyrgyzstan,Kara-Suu Kyrgyzstan
Kayyngdy,Kyrgyzstan,,Kayyngdy Kyrgyzstan,Kayyngdy Kyrgyzstan,Kayyngdy Kyrgyzstan
Kemin,Kyrgyzstan,,Kemin Kyrgyzstan,Kemin Kyrgyzstan,Kemin Kyrgyzstan
Kerben,Kyrgyzstan,,Kerben Kyrgyzstan,Kerben Kyrgyzstan,Kerben Kyrgyzstan
Kochkor-Ata,Kyrgyzstan,,Kochkor-Ata Kyrgyzstan,Kochkor-Ata Kyrgyzstan,Kochkor-Ata Kyrgyzstan
Kök-Janggak,Kyrgyzstan,,Kök-Janggak Kyrgyzstan,Kök-Janggak Kyrgyzstan,Kök-Janggak Kyrgyzstan
Kyzyl-Kiya,Kyrgyzstan,,Kyzyl-Kiya Kyrgyzstan,Kyzyl-Kiya Kyrgyzstan,Kyzyl-Kiya Kyrgyzstan
Mayluu-Suu,Kyrgyzstan,,Mayluu-Suu Kyrgyzstan,Mayluu-Suu Kyrgyzstan,Mayluu-Suu Kyrgyzstan
Naryn,Kyrgyzstan,,Naryn Kyrgyzstan,Naryn Kyrgyzstan,Naryn Kyrgyzstan
Nookat,Kyrgyzstan,,Nookat Kyrgyzstan,Nookat Kyrgyzstan,Nookat Kyrgyzstan
Orlovka,Kyrgyzstan,,Orlovka Kyrgyzstan,Orlovka Kyrgyzstan,Orlovka Kyrgyzstan
Osh,Kyrgyzstan,,Osh Kyrgyzstan,Osh Kyrgyzstan,Osh Kyrgyzstan
Özgön,Kyrgyzstan,,Özgön Kyrgyzstan,Özgön Kyrgyzstan,Özgön Kyrgyzstan
Razzakov,Kyrgyzstan,,Razzakov Kyrgyzstan,Razzakov Kyrgyzstan,Razzakov Kyrgyzstan
Shopokov,Kyrgyzstan,,Shopokov Kyrgyzstan,Shopokov Kyrgyzstan,Shopokov Kyrgyzstan
Sülüktü,Kyrgyzstan,,Sülüktü Kyrgyzstan,Sülüktü Kyrgyzstan,Sülüktü Kyrgyzstan
Talas,Kyrgyzstan,,Talas Kyrgyzstan,Talas Kyrgyzstan,Talas Kyrgyzstan
Tash-Kömür,Kyrgyzstan,,Tash-Kömür Kyrgyzstan,Tash-Kömür Kyrgyzstan,Tash-Kömür Kyrgyzstan
Tokmok,Kyrgyzstan,,Tokmok Kyrgyzstan,Tokmok Kyrgyzstan,Tokmok Kyrgyzstan
Toktogul,Kyrgyzstan,,Toktogul Kyrgyzstan,Toktogul Kyrgyzstan,Toktogul Kyrgyzstan
Vientiane,Laos,,Vientiane Laos,Vientiane Laos,Vientiane Laos
Savannakhet,Laos,,Savannakhet Laos,Savannakhet Laos,Savannakhet Laos
Pakse,Laos,,Pakse Laos,Pakse Laos,Pakse Laos
Luang Prabang,Laos,,Luang Prabang Laos,Luang Prabang Laos,Luang Prabang Laos
Xam Neua,Laos,,Xam Neua Laos,Xam Neua Laos,Xam Neua Laos
Phonsavan,Laos,,Phonsavan Laos,Phonsavan Laos,Phonsavan Laos
Thakhek,Laos,,Thakhek Laos,Thakhek Laos,Thakhek Laos
Muang Xay,Laos,,Muang Xay Laos,Muang Xay Laos,Muang Xay Laos
Xaysomboun,Laos,,Xaysomboun Laos,Xaysomboun Laos,Xaysomboun Laos
Pakxan,Laos,,Pakxan Laos,Pakxan Laos,Pakxan Laos
Attapeu,Laos,,Attapeu Laos,Attapeu Laos,Attapeu Laos
Houayxay,Laos,,Houayxay Laos,Houayxay Laos,Houayxay Laos
Luang Namtha,Laos,,Luang Namtha Laos,Luang Namtha Laos,Luang Namtha Laos
Phongsali,Laos,,Phongsali Laos,Phongsali Laos,Phongsali Laos
Sainyabuli,Laos,,Sainyabuli Laos,Sainyabuli Laos,Sainyabuli Laos
Salavan,Laos,,Salavan Laos,Salavan Laos,Salavan Laos
Sekong,Laos,,Sekong Laos,Sekong Laos,Sekong Laos
Rīga pronunciation,Latvia,,Rīga pronunciation Latvia,Rīga pronunciation Latvia,Rīga pronunciation Latvia
Daugavpils pronunciation,Latvia,,Daugavpils pronunciation Latvia,Daugavpils pronunciation Latvia,Daugavpils pronunciation Latvia
Liepāja pronunciation,Latvia,,Liepāja pronunciation Latvia,Liepāja pronunciation Latvia,Liepāja pronunciation Latvia
Jelgava pronunciation,Latvia,,Jelgava pronunciation Latvia,Jelgava pronunciation Latvia,Jelgava pronunciation Latvia
Jūrmala pronunciation,Latvia,,Jūrmala pronunciation Latvia,Jūrmala pronunciation Latvia,Jūrmala pronunciation Latvia
Ventspils pronunciation,Latvia,,Ventspils pronunciation Latvia,Ventspils pronunciation Latvia,Ventspils pronunciation Latvia
Rēzekne pronunciation,Latvia,,Rēzekne pronunciation Latvia,Rēzekne pronunciation Latvia,Rēzekne pronunciation Latvia
Ogre pronunciation,Latvia,,Ogre pronunciation Latvia,Ogre pronunciation Latvia,Ogre pronunciation Latvia
Valmiera pronunciation,Latvia,,Valmiera pronunciation Latvia,Valmiera pronunciation Latvia,Valmiera pronunciation Latvia
Jēkabpils pronunciation,Latvia,,Jēkabpils pronunciation Latvia,Jēkabpils pronunciation Latvia,Jēkabpils pronunciation Latvia
Beirut,Lebanon,,Beirut Lebanon,Beirut Lebanon,Beirut Lebanon
Tripoli,Lebanon,,Tripoli Lebanon,Tripoli Lebanon,Tripoli Lebanon
Sidon,Lebanon,,Sidon Lebanon,Sidon Lebanon,Sidon Lebanon
Baalbek,Lebanon,,Baalbek Lebanon,Baalbek Lebanon,Baalbek Lebanon
Tyre,Lebanon,,Tyre Lebanon,Tyre Lebanon,Tyre Lebanon
Nabatieh,Lebanon,,Nabatieh Lebanon,Nabatieh Lebanon,Nabatieh Lebanon
Jounieh,Lebanon,,Jounieh Lebanon,Jounieh Lebanon,Jounieh Lebanon
Aley,Lebanon,,Aley Lebanon,Aley Lebanon,Aley Lebanon
Zahle,Lebanon,,Zahle Lebanon,Zahle Lebanon,Zahle Lebanon
Zgharta-Ehden,Lebanon,,Zgharta-Ehden Lebanon,Zgharta-Ehden Lebanon,Zgharta-Ehden Lebanon
Byblos,Lebanon,,Byblos Lebanon,Byblos Lebanon,Byblos Lebanon
Batroun,Lebanon,,Batroun Lebanon,Batroun Lebanon,Batroun Lebanon
Maseru,Lesotho,,Maseru Lesotho,Maseru Lesotho,Maseru Lesotho
Teyateyaneng,Lesotho,,Teyateyaneng Lesotho,Teyateyaneng Lesotho,Teyateyaneng Lesotho
Mafeteng,Lesotho,,Mafeteng Lesotho,Mafeteng Lesotho,Mafeteng Lesotho
Hlotse,Lesotho,,Hlotse Lesotho,Hlotse Lesotho,Hlotse Lesotho
Mohale's Hoek,Lesotho,,Mohale's Hoek Lesotho,Mohale's Hoek Lesotho,Mohale's Hoek Lesotho
Maputsoe,Lesotho,,Maputsoe Lesotho,Maputsoe Lesotho,Maputsoe Lesotho
Qacha's Nek,Lesotho,,Qacha's Nek Lesotho,Qacha's Nek Lesotho,Qacha's Nek Lesotho
Quthing,Lesotho,,Quthing Lesotho,Quthing Lesotho,Quthing Lesotho
Butha-Buthe,Lesotho,,Butha-Buthe Lesotho,Butha-Buthe Lesotho,Butha-Buthe Lesotho
Mokhotlong,Lesotho,,Mokhotlong Lesotho,Mokhotlong Lesotho,Mokhotlong Lesotho
Thaba-Tseka,Lesotho,,Thaba-Tseka Lesotho,Thaba-Tseka Lesotho,Thaba-Tseka Lesotho
Diekirch ,Luxembourg,,Diekirch  Luxembourg,Diekirch  Luxembourg,Diekirch  Luxembourg
Differdange,Luxembourg,,Differdange Luxembourg,Differdange Luxembourg,Differdange Luxembourg
Dudelange,Luxembourg,,Dudelange Luxembourg,Dudelange Luxembourg,Dudelange Luxembourg
Echternach ,Luxembourg,,Echternach  Luxembourg,Echternach  Luxembourg,Echternach  Luxembourg
Esch-sur-Alzette,Luxembourg,,Esch-sur-Alzette Luxembourg,Esch-sur-Alzette Luxembourg,Esch-sur-Alzette Luxembourg
Ettelbruck,Luxembourg,,Ettelbruck Luxembourg,Ettelbruck Luxembourg,Ettelbruck Luxembourg
Grevenmacher,Luxembourg,,Grevenmacher Luxembourg,Grevenmacher Luxembourg,Grevenmacher Luxembourg
Luxembourg,Luxembourg,,Luxembourg Luxembourg,Luxembourg Luxembourg,Luxembourg Luxembourg
Remich,Luxembourg,,Remich Luxembourg,Remich Luxembourg,Remich Luxembourg
Rumelange,Luxembourg,,Rumelange Luxembourg,Rumelange Luxembourg,Rumelange Luxembourg
Vianden ,Luxembourg,,Vianden  Luxembourg,Vianden  Luxembourg,Vianden  Luxembourg
Wiltz ,Luxembourg,,Wiltz  Luxembourg,Wiltz  Luxembourg,Wiltz  Luxembourg
George Town City,Malaysia,,George Town City Malaysia,George Town City Malaysia,George Town City Malaysia
Kuala Lumpur,Malaysia,,Kuala Lumpur Malaysia,Kuala Lumpur Malaysia,Kuala Lumpur Malaysia
Ipoh City  ,Malaysia,,Ipoh City   Malaysia,Ipoh City   Malaysia,Ipoh City   Malaysia
Kuching City ,Malaysia,,Kuching City  Malaysia,Kuching City  Malaysia,Kuching City  Malaysia
Johor Bahru City ,Malaysia,,Johor Bahru City  Malaysia,Johor Bahru City  Malaysia,Johor Bahru City  Malaysia
Kota Kinabalu City ,Malaysia,,Kota Kinabalu City  Malaysia,Kota Kinabalu City  Malaysia,Kota Kinabalu City  Malaysia
Shah Alam City ,Malaysia,,Shah Alam City  Malaysia,Shah Alam City  Malaysia,Shah Alam City  Malaysia
Malacca City,Malaysia,,Malacca City Malaysia,Malacca City Malaysia,Malacca City Malaysia
Alor Setar City ,Malaysia,,Alor Setar City  Malaysia,Alor Setar City  Malaysia,Alor Setar City  Malaysia
Miri City ,Malaysia,,Miri City  Malaysia,Miri City  Malaysia,Miri City  Malaysia
Petaling Jaya City ,Malaysia,,Petaling Jaya City  Malaysia,Petaling Jaya City  Malaysia,Petaling Jaya City  Malaysia
Kuala Terengganu City ,Malaysia,,Kuala Terengganu City  Malaysia,Kuala Terengganu City  Malaysia,Kuala Terengganu City  Malaysia
Iskandar Puteri City ,Malaysia,,Iskandar Puteri City  Malaysia,Iskandar Puteri City  Malaysia,Iskandar Puteri City  Malaysia
Seberang Perai City ,Malaysia,,Seberang Perai City  Malaysia,Seberang Perai City  Malaysia,Seberang Perai City  Malaysia
Seremban City ,Malaysia,,Seremban City  Malaysia,Seremban City  Malaysia,Seremban City  Malaysia
Subang Jaya City ,Malaysia,,Subang Jaya City  Malaysia,Subang Jaya City  Malaysia,Subang Jaya City  Malaysia
Pasir Gudang City ,Malaysia,,Pasir Gudang City  Malaysia,Pasir Gudang City  Malaysia,Pasir Gudang City  Malaysia
Kuantan City ,Malaysia,,Kuantan City  Malaysia,Kuantan City  Malaysia,Kuantan City  Malaysia
Klang Royal City,Malaysia,,Klang Royal City Malaysia,Klang Royal City Malaysia,Klang Royal City Malaysia
Bamako,Mali,,Bamako Mali,Bamako Mali,Bamako Mali
Sikasso,Mali,,Sikasso Mali,Sikasso Mali,Sikasso Mali
Kalabancoro,Mali,,Kalabancoro Mali,Kalabancoro Mali,Kalabancoro Mali
Koutiala,Mali,,Koutiala Mali,Koutiala Mali,Koutiala Mali
Ségou,Mali,,Ségou Mali,Ségou Mali,Ségou Mali
Kayes,Mali,,Kayes Mali,Kayes Mali,Kayes Mali
Kati,Mali,,Kati Mali,Kati Mali,Kati Mali
Mopti,Mali,,Mopti Mali,Mopti Mali,Mopti Mali
Niono,Mali,,Niono Mali,Niono Mali,Niono Mali
Gao,Mali,,Gao Mali,Gao Mali,Gao Mali
San,Mali,,San Mali,San Mali,San Mali
Koro,Mali,,Koro Mali,Koro Mali,Koro Mali
Bla,Mali,,Bla Mali,Bla Mali,Bla Mali
Bougouni,Mali,,Bougouni Mali,Bougouni Mali,Bougouni Mali
Mandé,Mali,,Mandé Mali,Mandé Mali,Mandé Mali
Baguineda,Mali,,Baguineda Mali,Baguineda Mali,Baguineda Mali
Kolondiéba,Mali,,Kolondiéba Mali,Kolondiéba Mali,Kolondiéba Mali
Kolokani,Mali,,Kolokani Mali,Kolokani Mali,Kolokani Mali
Pelengana,Mali,,Pelengana Mali,Pelengana Mali,Pelengana Mali
Timbuktu,Mali,,Timbuktu Mali,Timbuktu Mali,Timbuktu Mali
Koury,Mali,,Koury Mali,Koury Mali,Koury Mali
Massigui,Mali,,Massigui Mali,Massigui Mali,Massigui Mali
Tonka,Mali,,Tonka Mali,Tonka Mali,Tonka Mali
Kadiolo,Mali,,Kadiolo Mali,Kadiolo Mali,Kadiolo Mali
Wassoulou,Mali,,Wassoulou Mali,Wassoulou Mali,Wassoulou Mali
Kaladougou,Mali,,Kaladougou Mali,Kaladougou Mali,Kaladougou Mali
Koumantou,Mali,,Koumantou Mali,Koumantou Mali,Koumantou Mali
Ouelesse,Mali,,Ouelesse Mali,Ouelesse Mali,Ouelesse Mali
Birgu,Malta,,Birgu Malta,Birgu Malta,Birgu Malta
Bormla,Malta,,Bormla Malta,Bormla Malta,Bormla Malta
Mdina,Malta,,Mdina Malta,Mdina Malta,Mdina Malta
Qormi,Malta,,Qormi Malta,Qormi Malta,Qormi Malta
Rabat,Malta,,Rabat Malta,Rabat Malta,Rabat Malta
Senglea,Malta,,Senglea Malta,Senglea Malta,Senglea Malta
Siġġiewi,Malta,,Siġġiewi Malta,Siġġiewi Malta,Siġġiewi Malta
Valletta,Malta,,Valletta Malta,Valletta Malta,Valletta Malta
Żabbar,Malta,,Żabbar Malta,Żabbar Malta,Żabbar Malta
Żebbuġ,Malta,,Żebbuġ Malta,Żebbuġ Malta,Żebbuġ Malta
Żejtun,Malta,,Żejtun Malta,Żejtun Malta,Żejtun Malta
Nouakchott,Mauritania,,Nouakchott Mauritania,Nouakchott Mauritania,Nouakchott Mauritania
Nouadhibou,Mauritania,,Nouadhibou Mauritania,Nouadhibou Mauritania,Nouadhibou Mauritania
Kiffa,Mauritania,,Kiffa Mauritania,Kiffa Mauritania,Kiffa Mauritania
Mbera Refugee Camp,Mauritania,,Mbera Refugee Camp Mauritania,Mbera Refugee Camp Mauritania,Mbera Refugee Camp Mauritania
Kaédi,Mauritania,,Kaédi Mauritania,Kaédi Mauritania,Kaédi Mauritania
Zouérat,Mauritania,,Zouérat Mauritania,Zouérat Mauritania,Zouérat Mauritania
Rosso,Mauritania,,Rosso Mauritania,Rosso Mauritania,Rosso Mauritania
Sélibabi,Mauritania,,Sélibabi Mauritania,Sélibabi Mauritania,Sélibabi Mauritania
Boû Gâdoûm,Mauritania,,Boû Gâdoûm Mauritania,Boû Gâdoûm Mauritania,Boû Gâdoûm Mauritania
Boutilimit,Mauritania,,Boutilimit Mauritania,Boutilimit Mauritania,Boutilimit Mauritania
Atar,Mauritania,,Atar Mauritania,Atar Mauritania,Atar Mauritania
Bareina,Mauritania,,Bareina Mauritania,Bareina Mauritania,Bareina Mauritania
Ghabou,Mauritania,,Ghabou Mauritania,Ghabou Mauritania,Ghabou Mauritania
Hamoud,Mauritania,,Hamoud Mauritania,Hamoud Mauritania,Hamoud Mauritania
Mâl,Mauritania,,Mâl Mauritania,Mâl Mauritania,Mâl Mauritania
Nbeika,Mauritania,,Nbeika Mauritania,Nbeika Mauritania,Nbeika Mauritania
Gouraye,Mauritania,,Gouraye Mauritania,Gouraye Mauritania,Gouraye Mauritania
Timbedra,Mauritania,,Timbedra Mauritania,Timbedra Mauritania,Timbedra Mauritania
Magta-Lahjar,Mauritania,,Magta-Lahjar Mauritania,Magta-Lahjar Mauritania,Magta-Lahjar Mauritania
Guerou,Mauritania,,Guerou Mauritania,Guerou Mauritania,Guerou Mauritania
Soudoud,Mauritania,,Soudoud Mauritania,Soudoud Mauritania,Soudoud Mauritania
Sélibaby,Mauritania,,Sélibaby Mauritania,Sélibaby Mauritania,Sélibaby Mauritania
Foum Gleita,Mauritania,,Foum Gleita Mauritania,Foum Gleita Mauritania,Foum Gleita Mauritania
Legceïba,Mauritania,,Legceïba Mauritania,Legceïba Mauritania,Legceïba Mauritania
Bousteila,Mauritania,,Bousteila Mauritania,Bousteila Mauritania,Bousteila Mauritania
Sangrave,Mauritania,,Sangrave Mauritania,Sangrave Mauritania,Sangrave Mauritania
Tintane,Mauritania,,Tintane Mauritania,Tintane Mauritania,Tintane Mauritania
Néma,Mauritania,,Néma Mauritania,Néma Mauritania,Néma Mauritania
Aleg,Mauritania,,Aleg Mauritania,Aleg Mauritania,Aleg Mauritania
Tidjikdja,Mauritania,,Tidjikdja Mauritania,Tidjikdja Mauritania,Tidjikdja Mauritania
Oualata,Mauritania,,Oualata Mauritania,Oualata Mauritania,Oualata Mauritania
Ayoûn el-Atroûs,Mauritania,,Ayoûn el-Atroûs Mauritania,Ayoûn el-Atroûs Mauritania,Ayoûn el-Atroûs Mauritania
Bababé,Mauritania,,Bababé Mauritania,Bababé Mauritania,Bababé Mauritania
Akjoujt,Mauritania,,Akjoujt Mauritania,Akjoujt Mauritania,Akjoujt Mauritania
Cheggar,Mauritania,,Cheggar Mauritania,Cheggar Mauritania,Cheggar Mauritania
Chișinău,Moldova,,Chișinău Moldova,Chișinău Moldova,Chișinău Moldova
Bălți,Moldova,,Bălți Moldova,Bălți Moldova,Bălți Moldova
Tiraspol,Moldova,,Tiraspol Moldova,Tiraspol Moldova,Tiraspol Moldova
Bender (Tighina),Moldova,,Bender (Tighina) Moldova,Bender (Tighina) Moldova,Bender (Tighina) Moldova
Rîbnița,Moldova,,Rîbnița Moldova,Rîbnița Moldova,Rîbnița Moldova
Ungheni,Moldova,,Ungheni Moldova,Ungheni Moldova,Ungheni Moldova
Cahul,Moldova,,Cahul Moldova,Cahul Moldova,Cahul Moldova
Soroca,Moldova,,Soroca Moldova,Soroca Moldova,Soroca Moldova
